soil_temp,soil_phs,Plant_Type
22.0,8.6,unknown
22.0,6.1,Legumes and Nitrogen-Fixers
22.0,7.6,Herbs and Aromatic Plants
22.0,7.5,Warm-Season Fruits and Vegetables
41.0,5.3,unknown
43.0,5.9,unknown
22.0,7.4,Warm-Season Fruits and Vegetables
35.0,6.1,unknown
34.0,8.1,Drought-Resistant Plants
29.0,6.6,Tropical and Wetland Plants
35.0,6.8,unknown
36.0,6.4,unknown
37.0,9.0,unknown
36.0,5.1,unknown
37.0,6.9,unknown
22.0,4.9,unknown
22.0,7.4,Warm-Season Fruits and Vegetables
30.0,8.4,Drought-Resistant Plants
30.0,7.9,Herbs and Aromatic Plants
33.0,4.8,unknown
22.0,6.0,Legumes and Nitrogen-Fixers
41.0,7.4,unknown
43.0,7.7,unknown
44.0,5.3,unknown
44.0,7.0,unknown
31.0,8.4,Drought-Resistant Plants
36.0,7.2,unknown
31.0,4.8,unknown
34.0,4.5,unknown
22.0,6.4,Legumes and Nitrogen-Fixers
22.0,7.5,Warm-Season Fruits and Vegetables
49.0,7.3,unknown
48.0,4.8,unknown
52.0,8.4,unknown
49.0,8.0,unknown
48.0,6.1,unknown
52.0,9.0,unknown
20.6,8.0,Herbs and Aromatic Plants
22.0,7.1,Warm-Season Fruits and Vegetables
22.0,8.9,unknown
22.0,7.8,Herbs and Aromatic Plants
22.0,8.0,Herbs and Aromatic Plants
47.0,8.1,unknown
46.0,4.9,unknown
48.0,6.1,unknown
49.0,5.6,unknown
48.0,4.5,unknown
52.0,7.1,unknown
47.0,7.2,unknown
49.0,8.7,unknown
37.0,6.7,unknown
32.0,7.2,unknown
37.0,7.9,unknown
51.0,8.0,unknown
52.0,8.8,unknown
22.0,7.8,Herbs and Aromatic Plants
22.0,6.5,Warm-Season Fruits and Vegetables
41.0,5.8,unknown
43.0,7.9,unknown
22.0,6.2,Legumes and Nitrogen-Fixers
30.0,8.2,Drought-Resistant Plants
33.0,5.5,unknown
22.0,6.5,Warm-Season Fruits and Vegetables
31.0,8.2,Drought-Resistant Plants
32.0,5.3,unknown
37.0,7.2,unknown
32.0,5.8,unknown
37.0,7.9,unknown
22.0,7.4,Warm-Season Fruits and Vegetables
22.0,8.6,unknown
37.0,8.2,unknown
32.0,8.9,Drought-Resistant Plants
37.0,7.7,unknown
22.0,7.9,Herbs and Aromatic Plants
22.0,7.9,Herbs and Aromatic Plants
32.0,7.4,unknown
37.0,4.6,unknown
37.0,7.5,unknown
22.0,6.1,Legumes and Nitrogen-Fixers
22.0,6.7,Warm-Season Fruits and Vegetables
37.0,6.8,unknown
32.0,4.7,unknown
37.0,6.4,unknown
22.0,5.1,unknown
22.0,4.5,unknown
22.0,7.9,Herbs and Aromatic Plants
22.0,6.7,Warm-Season Fruits and Vegetables
32.0,7.5,Drought-Resistant Plants
37.0,6.7,unknown
37.0,5.3,unknown
37.0,6.7,unknown
32.0,8.0,Drought-Resistant Plants
37.0,4.8,unknown
22.0,8.3,unknown
22.0,5.2,unknown
22.0,6.7,Warm-Season Fruits and Vegetables
22.0,6.8,Warm-Season Fruits and Vegetables
37.0,8.4,unknown
32.0,5.8,unknown
37.0,4.6,unknown
48.0,8.7,unknown
52.0,7.1,unknown
48.0,4.6,unknown
48.0,7.3,unknown
40.0,6.5,unknown
40.0,5.8,unknown
40.0,5.9,unknown
40.0,5.2,unknown
45.0,6.7,unknown
14.5,8.0,unknown
40.0,7.6,unknown
40.0,8.3,unknown
39.0,7.3,unknown
40.0,4.7,unknown
42.0,6.5,unknown
40.0,7.9,unknown
44.0,6.8,unknown
39.0,8.8,unknown
40.0,8.4,unknown
40.0,4.7,unknown
39.0,7.3,unknown
43.0,7.0,unknown
42.0,4.6,unknown
40.0,6.4,unknown
45.0,7.3,unknown
22.0,6.2,Legumes and Nitrogen-Fixers
22.0,7.5,Warm-Season Fruits and Vegetables
39.0,7.0,unknown
39.0,8.4,unknown
39.0,6.2,unknown
43.0,7.7,unknown
48.0,7.2,unknown
41.0,4.9,unknown
45.0,7.6,unknown
41.0,4.7,unknown
41.0,4.6,unknown
42.0,8.6,unknown
22.0,6.4,Legumes and Nitrogen-Fixers
41.0,7.4,unknown
43.0,5.7,unknown
22.0,6.1,Legumes and Nitrogen-Fixers
22.0,8.9,unknown
22.0,8.7,unknown
22.0,8.7,unknown
42.0,7.7,unknown
39.0,8.6,unknown
30.0,6.2,Tropical and Wetland Plants
39.0,5.2,unknown
39.0,7.5,unknown
22.0,6.8,Warm-Season Fruits and Vegetables
22.0,7.1,Warm-Season Fruits and Vegetables
22.0,6.8,Warm-Season Fruits and Vegetables
22.0,7.7,Herbs and Aromatic Plants
22.0,5.7,Medicinal Plants
40.0,6.1,unknown
45.0,5.2,unknown
22.0,5.6,Medicinal Plants
22.0,5.4,unknown
37.0,5.8,unknown
39.0,8.8,unknown
22.0,8.6,unknown
42.0,8.2,unknown
42.0,6.6,unknown
50.0,6.1,unknown
22.0,8.1,unknown
22.0,6.0,Legumes and Nitrogen-Fixers
39.0,6.2,unknown
38.0,6.5,unknown
42.0,7.5,unknown
38.0,6.3,unknown
39.0,5.0,unknown
37.0,8.9,unknown
32.0,4.8,unknown
37.0,8.5,unknown
51.0,7.2,unknown
52.0,6.5,unknown
42.0,9.0,unknown
39.0,7.7,unknown
34.0,5.2,unknown
32.0,5.5,unknown
32.0,8.3,Drought-Resistant Plants
42.0,8.6,unknown
39.0,9.0,unknown
38.0,7.5,unknown
39.0,7.1,unknown
38.0,5.9,unknown
45.0,5.1,unknown
41.0,8.6,unknown
42.0,5.9,unknown
42.0,8.7,unknown
41.0,5.5,unknown
37.0,5.7,unknown
38.0,8.5,unknown
38.0,7.6,unknown
37.0,9.0,unknown
41.0,5.7,unknown
39.0,5.8,unknown
37.0,6.3,unknown
38.0,6.3,unknown
37.0,5.1,unknown
38.0,7.6,unknown
41.0,5.4,unknown
38.0,6.2,unknown
43.0,8.0,unknown
22.0,5.8,Medicinal Plants
22.0,8.2,unknown
50.0,6.9,unknown
42.0,7.2,unknown
42.0,6.1,unknown
22.0,8.8,unknown
22.0,7.2,Warm-Season Fruits and Vegetables
41.0,6.2,unknown
40.0,8.2,unknown
44.0,8.2,unknown
40.0,5.0,unknown
41.0,6.0,unknown
37.0,8.4,unknown
36.0,9.0,unknown
40.0,5.3,unknown
36.0,8.3,unknown
37.0,4.9,unknown
22.0,8.8,unknown
22.0,5.9,Medicinal Plants
38.0,4.7,unknown
38.0,8.7,unknown
40.0,7.6,unknown
22.0,7.3,Warm-Season Fruits and Vegetables
22.0,6.2,Legumes and Nitrogen-Fixers
41.0,8.2,unknown
38.0,7.9,unknown
39.0,8.4,unknown
22.0,5.5,Medicinal Plants
22.0,8.1,unknown
38.0,8.7,unknown
40.0,8.1,unknown
40.0,7.0,unknown
40.0,8.6,unknown
43.0,4.9,unknown
41.0,5.6,unknown
22.0,6.2,Legumes and Nitrogen-Fixers
22.0,8.7,unknown
42.0,5.3,unknown
38.0,7.5,unknown
39.0,8.1,unknown
39.0,6.4,unknown
38.0,5.3,unknown
40.0,5.9,unknown
22.0,7.9,Herbs and Aromatic Plants
22.0,7.4,Warm-Season Fruits and Vegetables
22.0,5.6,Medicinal Plants
22.0,6.9,Warm-Season Fruits and Vegetables
40.0,7.9,unknown
38.0,8.8,unknown
43.0,6.4,unknown
39.0,8.3,unknown
42.0,5.3,unknown
22.0,5.0,unknown
22.0,7.2,Warm-Season Fruits and Vegetables
22.0,7.3,Warm-Season Fruits and Vegetables
22.0,7.3,Warm-Season Fruits and Vegetables
41.0,4.7,unknown
40.0,6.9,unknown
41.0,7.9,unknown
22.0,7.4,Warm-Season Fruits and Vegetables
22.0,4.5,unknown
39.0,8.8,unknown
39.0,5.2,unknown
40.0,8.5,unknown
38.0,5.2,unknown
37.0,5.3,unknown
41.0,6.4,unknown
37.0,5.5,unknown
41.0,6.2,unknown
42.0,8.8,unknown
22.0,8.2,unknown
22.0,5.4,unknown
48.0,7.1,unknown
50.0,6.8,unknown
40.0,8.3,unknown
44.0,7.3,unknown
40.0,8.7,unknown
40.0,8.1,unknown
41.0,4.5,unknown
41.0,8.5,unknown
42.0,7.6,unknown
39.0,6.7,unknown
39.0,7.5,unknown
40.0,8.9,unknown
14.2,4.7,Berries and Evergreens
38.0,5.1,unknown
37.0,6.0,unknown
42.0,7.5,unknown
37.0,7.3,unknown
38.0,5.2,unknown
39.0,7.9,unknown
38.0,6.1,unknown
43.0,6.4,unknown
39.0,7.5,unknown
40.0,8.9,unknown
42.0,8.0,unknown
45.0,7.3,unknown
40.0,6.3,unknown
41.0,6.7,unknown
42.0,7.7,unknown
40.0,6.3,unknown
39.0,6.7,unknown
43.0,4.7,unknown
39.0,6.4,unknown
40.0,5.6,unknown
39.0,6.4,unknown
40.0,8.2,unknown
39.0,6.8,unknown
22.0,8.7,unknown
22.0,6.9,Warm-Season Fruits and Vegetables
39.0,6.0,unknown
40.0,6.5,unknown
38.0,8.5,unknown
43.0,5.2,unknown
39.0,8.7,unknown
40.0,7.2,unknown
40.0,5.0,unknown
39.0,6.5,unknown
43.0,7.9,unknown
39.0,8.7,unknown
39.0,6.2,unknown
40.0,5.1,unknown
41.0,8.3,unknown
42.0,5.5,unknown
29.0,8.2,Drought-Resistant Plants
36.0,5.6,unknown
37.0,8.1,unknown
37.0,5.2,unknown
36.0,6.6,unknown
40.0,6.5,unknown
22.0,8.4,unknown
22.0,5.4,unknown
42.0,4.6,unknown
40.0,8.4,unknown
42.0,8.8,unknown
39.0,8.3,unknown
38.0,7.6,unknown
42.0,6.4,unknown
38.0,7.6,unknown
39.0,5.0,unknown
39.0,5.1,unknown
39.0,6.1,unknown
40.0,7.9,unknown
41.0,5.0,unknown
42.0,8.4,unknown
38.0,8.3,unknown
38.0,6.8,unknown
39.0,5.3,unknown
39.0,7.2,unknown
40.0,5.0,unknown
42.0,6.7,unknown
45.0,6.6,unknown
22.0,5.7,Medicinal Plants
22.0,8.5,unknown
42.0,6.3,unknown
39.0,6.9,unknown
41.0,7.0,unknown
39.0,5.8,unknown
40.0,4.9,unknown
39.0,6.0,unknown
39.0,5.2,unknown
39.0,8.1,unknown
44.0,5.9,unknown
40.0,4.7,unknown
41.0,5.5,unknown
22.0,5.0,unknown
22.0,8.3,unknown
39.0,4.6,unknown
41.0,7.8,unknown
42.0,5.7,unknown
22.0,8.8,unknown
39.0,7.8,unknown
40.0,5.4,unknown
29.1,8.9,Drought-Resistant Plants
38.0,5.1,unknown
39.0,7.0,unknown
39.0,7.5,unknown
38.0,5.9,unknown
42.0,8.5,unknown
45.0,8.0,unknown
42.0,5.5,unknown
50.0,6.8,unknown
42.0,8.2,unknown
45.0,8.4,unknown
40.0,7.3,unknown
41.0,7.7,unknown
39.0,8.0,unknown
39.0,5.0,unknown
41.0,8.9,unknown
22.0,8.8,unknown
22.0,8.4,unknown
42.0,7.2,unknown
42.0,6.5,unknown
47.0,6.1,unknown
25.9,6.1,Tropical and Wetland Plants
39.0,6.3,unknown
40.0,6.6,unknown
41.0,5.3,unknown
42.0,7.3,unknown
37.0,6.6,unknown
38.0,6.0,unknown
38.0,5.4,unknown
37.0,5.7,unknown
41.0,6.8,unknown
39.0,6.9,unknown
38.0,8.7,unknown
40.0,5.6,unknown
22.0,5.7,Medicinal Plants
22.0,8.2,unknown
38.0,4.6,unknown
38.0,5.3,unknown
40.0,8.6,unknown
39.0,8.9,unknown
40.0,7.2,unknown
43.0,7.5,unknown
44.0,5.8,unknown
16.1,7.2,Stone Fruits
39.0,8.7,unknown
39.0,8.1,unknown
40.0,6.4,unknown
45.0,4.6,unknown
42.0,8.2,unknown
48.0,5.3,unknown
22.0,6.5,Warm-Season Fruits and Vegetables
22.0,4.7,unknown
46.0,6.9,unknown
43.0,4.8,unknown
49.0,5.5,unknown
22.0,7.3,Warm-Season Fruits and Vegetables
22.0,6.4,Legumes and Nitrogen-Fixers
39.0,8.0,unknown
40.0,6.6,unknown
43.0,8.8,unknown
39.0,7.1,unknown
40.0,5.2,unknown
38.0,7.7,unknown
39.0,8.2,unknown
39.0,4.5,unknown
38.0,7.1,unknown
42.0,7.7,unknown
39.0,5.4,unknown
39.0,7.6,unknown
40.0,6.4,unknown
17.8,5.0,unknown
22.0,5.2,unknown
24.0,8.5,unknown
39.0,7.9,unknown
38.0,8.2,unknown
40.0,8.4,unknown
39.0,8.9,unknown
40.0,4.9,unknown
22.0,6.7,Warm-Season Fruits and Vegetables
22.0,6.5,Warm-Season Fruits and Vegetables
39.0,9.0,unknown
39.0,4.8,unknown
40.0,5.3,unknown
13.9,5.2,Berries and Evergreens
39.0,7.6,unknown
38.0,8.8,unknown
42.0,5.8,unknown
38.0,6.0,unknown
39.0,8.2,unknown
39.0,4.8,unknown
38.0,8.6,unknown
40.0,6.1,unknown
39.0,5.9,unknown
40.0,5.8,unknown
39.0,7.7,unknown
38.0,7.4,unknown
43.0,8.6,unknown
39.0,8.4,unknown
40.0,4.6,unknown
39.0,4.6,unknown
40.0,7.3,unknown
38.0,7.3,unknown
40.0,8.5,unknown
39.0,5.6,unknown
40.0,7.1,unknown
36.0,5.9,unknown
37.0,5.5,unknown
37.0,8.3,unknown
36.0,5.1,unknown
39.0,5.9,unknown
40.0,7.7,unknown
40.0,7.6,unknown
39.0,6.9,unknown
43.0,8.7,unknown
39.0,7.7,unknown
39.0,6.3,unknown
43.0,7.7,unknown
39.0,5.8,unknown
40.0,6.5,unknown
41.0,8.5,unknown
41.0,8.4,unknown
46.0,5.9,unknown
42.0,6.1,unknown
43.0,4.6,unknown
41.0,5.7,unknown
40.0,8.1,unknown
44.0,9.0,unknown
39.0,6.0,unknown
39.0,8.2,unknown
40.0,6.6,unknown
40.0,8.5,unknown
43.0,8.5,unknown
40.0,8.9,unknown
41.0,8.4,unknown
39.0,5.6,unknown
40.0,5.0,unknown
39.0,6.9,unknown
38.0,8.9,unknown
41.0,6.0,unknown
43.0,8.3,unknown
42.0,5.8,unknown
44.0,7.0,unknown
22.0,7.5,Warm-Season Fruits and Vegetables
22.0,6.4,Legumes and Nitrogen-Fixers
22.0,5.8,Medicinal Plants
22.0,5.7,Medicinal Plants
37.0,8.8,unknown
52.0,5.1,unknown
55.0,4.9,unknown
22.0,4.7,unknown
22.0,7.4,Warm-Season Fruits and Vegetables
45.0,7.9,unknown
42.0,7.1,unknown
48.0,5.9,unknown
22.0,8.9,unknown
22.0,5.7,Medicinal Plants
45.0,6.0,unknown
42.0,7.8,unknown
45.0,8.2,unknown
22.0,6.0,Legumes and Nitrogen-Fixers
22.0,8.5,unknown
42.0,7.5,unknown
44.0,8.6,unknown
43.0,6.0,unknown
22.0,6.9,Warm-Season Fruits and Vegetables
22.0,5.5,Medicinal Plants
45.0,6.0,unknown
42.0,8.5,unknown
48.0,5.9,unknown
37.0,5.5,unknown
37.0,7.5,unknown
40.0,6.2,unknown
37.0,8.0,unknown
38.0,6.8,unknown
42.0,5.3,unknown
45.0,7.6,unknown
45.0,7.8,unknown
22.0,6.4,Legumes and Nitrogen-Fixers
22.0,8.4,unknown
43.0,6.4,unknown
42.0,8.7,unknown
44.0,7.2,unknown
22.0,7.8,Herbs and Aromatic Plants
22.0,4.8,unknown
39.0,5.8,unknown
40.0,5.3,unknown
22.0,6.6,Warm-Season Fruits and Vegetables
22.0,5.4,unknown
22.0,6.8,Warm-Season Fruits and Vegetables
22.0,5.4,unknown
44.0,4.5,unknown
42.0,5.1,unknown
47.0,5.6,unknown
48.0,8.2,unknown
46.0,7.7,unknown
51.0,5.2,unknown
22.0,8.0,Herbs and Aromatic Plants
22.0,4.7,unknown
22.0,5.7,Medicinal Plants
22.0,8.2,unknown
45.0,8.1,unknown
42.0,7.3,unknown
45.0,8.9,unknown
43.0,4.6,unknown
38.0,5.2,unknown
39.0,7.6,unknown
40.0,5.7,unknown
39.0,5.2,unknown
22.0,7.9,Herbs and Aromatic Plants
22.0,7.7,Herbs and Aromatic Plants
40.0,4.9,unknown
39.0,5.7,unknown
43.0,8.6,unknown
41.0,7.1,unknown
40.0,4.7,unknown
43.0,7.2,unknown
40.0,7.3,unknown
41.0,5.2,unknown
14.2,7.8,unknown
37.0,8.3,unknown
36.0,8.6,unknown
40.0,5.6,unknown
36.0,8.8,unknown
37.0,6.3,unknown
48.0,4.6,unknown
42.0,5.8,unknown
45.0,6.2,unknown
22.0,6.2,Legumes and Nitrogen-Fixers
22.0,5.4,unknown
42.0,6.5,unknown
44.0,5.9,unknown
37.0,5.1,unknown
42.0,4.9,unknown
46.0,5.5,unknown
38.0,7.7,unknown
39.0,6.0,unknown
39.0,6.3,unknown
39.0,6.6,unknown
42.0,7.4,unknown
41.0,7.7,unknown
40.0,7.5,unknown
43.0,4.9,unknown
39.0,5.0,unknown
41.0,6.1,unknown
19.0,6.3,Leafy Greens and Root Vegetables
43.0,7.1,unknown
38.0,7.9,unknown
40.0,8.3,unknown
22.0,5.0,unknown
22.0,5.5,Medicinal Plants
22.0,5.8,Medicinal Plants
22.0,8.2,unknown
37.0,6.8,unknown
37.0,5.0,unknown
11.4,6.3,Leafy Greens and Root Vegetables
22.0,4.8,unknown
22.0,7.8,Herbs and Aromatic Plants
39.0,7.6,unknown
39.0,6.5,unknown
40.0,7.4,unknown
39.0,7.4,unknown
37.0,8.6,unknown
42.0,5.4,unknown
22.0,7.3,Warm-Season Fruits and Vegetables
22.0,7.4,Warm-Season Fruits and Vegetables
43.0,7.6,unknown
41.0,4.9,unknown
44.0,7.7,unknown
40.0,5.9,unknown
41.0,5.6,unknown
22.0,4.7,unknown
22.0,5.9,Medicinal Plants
38.0,6.1,unknown
43.0,7.2,unknown
40.0,5.6,unknown
22.0,5.8,Medicinal Plants
22.0,9.0,unknown
46.0,6.2,unknown
45.0,5.6,unknown
45.0,8.5,unknown
42.0,8.1,unknown
45.0,8.1,unknown
22.0,4.6,unknown
22.0,5.3,unknown
42.0,5.6,unknown
42.0,5.9,unknown
45.0,5.1,unknown
22.0,6.5,Warm-Season Fruits and Vegetables
22.0,4.9,unknown
40.0,8.2,unknown
39.0,7.4,unknown
43.0,6.5,unknown
39.0,8.8,unknown
40.0,5.3,unknown
45.0,7.7,unknown
42.0,8.4,unknown
45.0,8.5,unknown
26.8,6.2,Tropical and Wetland Plants
22.0,5.6,Medicinal Plants
22.0,7.2,Warm-Season Fruits and Vegetables
39.0,5.7,unknown
39.0,9.0,unknown
49.0,8.8,unknown
22.0,7.6,Herbs and Aromatic Plants
22.0,8.9,unknown
41.0,5.7,unknown
42.0,7.5,unknown
42.0,8.1,unknown
42.0,7.0,unknown
45.0,7.2,unknown
22.0,4.8,unknown
22.0,5.7,Medicinal Plants
38.0,6.0,unknown
39.0,5.0,unknown
39.0,6.6,unknown
38.0,4.7,unknown
39.0,6.8,unknown
38.0,4.5,unknown
22.0,6.1,Legumes and Nitrogen-Fixers
22.0,8.3,unknown
45.0,7.4,unknown
42.0,6.8,unknown
50.0,8.3,unknown
22.0,5.5,Medicinal Plants
22.0,8.6,unknown
38.0,6.0,unknown
38.0,8.3,unknown
41.0,6.9,unknown
37.0,7.2,unknown
38.0,7.5,unknown
38.0,4.8,unknown
39.0,7.5,unknown
38.0,4.9,unknown
40.0,6.6,unknown
39.0,5.8,unknown
37.0,8.5,unknown
38.0,5.4,unknown
41.0,5.2,unknown
37.0,6.9,unknown
38.0,5.4,unknown
22.0,8.8,unknown
22.0,8.1,unknown
43.0,9.0,unknown
42.0,6.9,unknown
44.0,5.0,unknown
39.0,6.3,unknown
40.0,7.8,unknown
40.0,5.7,unknown
40.0,4.9,unknown
43.0,5.2,unknown
39.0,6.3,unknown
40.0,7.0,unknown
40.0,8.1,unknown
39.0,5.7,unknown
43.0,7.6,unknown
22.0,5.0,unknown
22.0,8.5,unknown
39.0,4.9,unknown
37.0,6.0,unknown
42.0,6.2,unknown
39.0,6.7,unknown
39.0,6.2,unknown
40.0,4.9,unknown
22.0,8.5,unknown
22.0,8.4,unknown
21.1,6.6,Warm-Season Fruits and Vegetables
39.0,4.9,unknown
38.0,8.1,unknown
41.0,8.1,unknown
37.0,7.6,unknown
38.0,5.9,unknown
37.0,7.8,unknown
36.0,8.8,unknown
40.0,5.3,unknown
36.0,6.2,unknown
37.0,4.9,unknown
42.0,8.4,unknown
43.0,6.0,unknown
42.0,7.5,unknown
45.0,8.1,unknown
43.0,6.3,unknown
40.0,6.3,unknown
41.0,5.0,unknown
44.0,6.6,unknown
39.0,6.6,unknown
40.0,6.7,unknown
39.0,8.0,unknown
37.0,6.6,unknown
42.0,8.4,unknown
22.0,5.5,Medicinal Plants
22.0,5.6,Medicinal Plants
22.0,4.6,unknown
22.0,6.1,Legumes and Nitrogen-Fixers
39.0,5.3,unknown
37.0,5.9,unknown
42.0,7.5,unknown
39.0,8.3,unknown
37.0,8.2,unknown
42.0,8.5,unknown
22.0,9.0,unknown
22.0,7.5,Warm-Season Fruits and Vegetables
22.0,7.5,Warm-Season Fruits and Vegetables
22.0,8.5,unknown
35.0,8.6,Drought-Resistant Plants
37.0,5.3,unknown
40.0,6.7,unknown
37.0,6.6,unknown
38.0,8.0,unknown
38.0,7.1,unknown
38.0,6.6,unknown
41.0,7.8,unknown
38.0,8.4,unknown
37.0,6.4,unknown
38.0,7.3,unknown
37.0,7.9,unknown
38.0,4.8,unknown
41.0,7.5,unknown
40.0,8.9,unknown
43.0,7.4,unknown
39.0,8.8,unknown
40.0,6.4,unknown
22.0,8.9,unknown
22.0,7.7,Herbs and Aromatic Plants
42.0,8.1,unknown
48.0,6.5,unknown
45.0,5.4,unknown
38.0,6.3,unknown
39.0,8.2,unknown
39.0,7.7,unknown
34.0,5.2,unknown
40.0,7.4,unknown
39.0,5.2,unknown
37.0,8.6,unknown
42.0,8.7,unknown
22.0,7.1,Warm-Season Fruits and Vegetables
22.0,7.1,Warm-Season Fruits and Vegetables
39.0,7.0,unknown
37.0,7.4,unknown
42.0,5.7,unknown
22.0,9.0,unknown
22.0,8.1,unknown
45.0,7.4,unknown
42.0,8.9,unknown
48.0,8.0,unknown
22.0,8.9,unknown
22.0,5.0,unknown
36.0,5.3,unknown
37.0,8.8,unknown
37.0,5.7,unknown
36.0,8.5,unknown
40.0,7.2,unknown
39.0,7.4,unknown
38.0,6.8,unknown
42.0,5.8,unknown
22.0,8.8,unknown
22.0,6.0,Legumes and Nitrogen-Fixers
37.0,8.8,unknown
38.0,7.5,unknown
38.0,8.8,unknown
38.0,8.6,unknown
41.0,4.7,unknown
40.0,7.8,unknown
39.0,4.9,unknown
42.0,8.7,unknown
38.0,7.1,unknown
39.0,8.0,unknown
37.0,5.8,unknown
36.0,6.8,unknown
39.0,4.6,unknown
35.0,5.3,unknown
36.0,7.5,unknown
33.0,8.3,Drought-Resistant Plants
34.0,6.9,unknown
34.0,7.3,unknown
35.0,5.7,unknown
38.0,6.6,unknown
22.0,6.3,Legumes and Nitrogen-Fixers
22.0,6.4,Legumes and Nitrogen-Fixers
41.0,8.4,unknown
40.0,6.5,unknown
43.0,6.7,unknown
36.0,4.6,unknown
37.0,9.0,unknown
37.0,6.6,unknown
36.0,5.6,unknown
40.0,5.5,unknown
35.0,6.1,unknown
36.0,5.0,unknown
37.0,5.3,unknown
36.0,6.6,unknown
39.0,9.0,unknown
35.0,6.7,unknown
36.0,6.5,unknown
35.0,6.1,unknown
40.0,6.9,unknown
36.0,5.8,unknown
22.0,6.3,Legumes and Nitrogen-Fixers
22.0,8.1,unknown
42.0,7.1,unknown
48.0,6.1,unknown
31.0,5.5,unknown
32.0,5.1,unknown
35.0,8.6,Drought-Resistant Plants
23.3,5.3,unknown
29.0,5.7,unknown
30.0,6.7,Tropical and Wetland Plants
35.0,4.5,unknown
36.0,8.2,unknown
37.0,8.4,unknown
40.0,7.7,unknown
37.0,5.8,unknown
35.0,8.5,Drought-Resistant Plants
34.0,6.0,unknown
38.0,8.7,unknown
34.0,5.3,unknown
35.0,4.6,unknown
35.0,7.1,unknown
35.0,8.4,Drought-Resistant Plants
40.0,8.8,unknown
35.0,5.0,unknown
36.0,7.8,unknown
22.0,8.0,Herbs and Aromatic Plants
22.0,5.6,Medicinal Plants
37.0,7.4,unknown
42.0,7.5,unknown
39.0,8.3,unknown
37.0,5.6,unknown
50.0,8.9,unknown
37.0,8.7,unknown
37.0,7.4,unknown
40.0,5.6,unknown
36.0,8.2,unknown
36.0,5.1,unknown
39.0,7.3,unknown
35.0,7.0,unknown
36.0,8.3,unknown
37.0,5.9,unknown
38.0,5.5,unknown
39.0,7.1,unknown
32.0,7.1,unknown
35.0,6.3,unknown
38.0,6.3,unknown
36.0,7.5,unknown
41.0,7.8,unknown
22.0,5.9,Medicinal Plants
22.0,8.4,unknown
37.0,5.2,unknown
36.0,4.8,unknown
39.0,7.5,unknown
35.0,5.8,unknown
36.0,5.3,unknown
35.0,4.6,unknown
36.0,8.4,unknown
39.0,5.5,unknown
34.0,5.7,unknown
35.0,6.5,unknown
35.0,6.3,unknown
36.0,8.1,unknown
37.0,7.0,unknown
36.0,5.7,unknown
39.0,8.6,unknown
33.0,8.9,Drought-Resistant Plants
34.0,6.0,unknown
34.0,6.2,unknown
33.0,8.8,Drought-Resistant Plants
37.0,5.1,unknown
36.0,6.8,unknown
37.0,6.2,unknown
37.0,6.6,unknown
36.0,6.3,unknown
40.0,6.9,unknown
35.0,5.6,unknown
37.0,5.1,unknown
35.0,8.2,Drought-Resistant Plants
22.0,5.7,Medicinal Plants
22.0,8.1,unknown
37.0,5.2,unknown
38.0,6.5,unknown
38.0,9.0,unknown
37.0,6.4,unknown
43.0,7.3,unknown
35.0,7.4,unknown
36.0,5.7,unknown
39.0,5.4,unknown
34.0,5.3,unknown
35.0,7.5,Drought-Resistant Plants
36.0,5.1,unknown
35.0,7.0,unknown
38.0,5.5,unknown
35.0,6.2,unknown
36.0,4.8,unknown
34.0,8.9,Drought-Resistant Plants
35.0,8.2,Drought-Resistant Plants
35.0,7.3,unknown
35.0,5.5,unknown
38.0,5.5,unknown
42.0,8.4,unknown
45.0,5.6,unknown
22.0,8.4,unknown
22.0,7.9,Herbs and Aromatic Plants
36.0,7.8,unknown
35.0,8.8,Drought-Resistant Plants
40.0,4.7,unknown
35.0,7.1,unknown
36.0,6.7,unknown
35.0,5.4,unknown
35.0,4.7,unknown
45.0,6.6,unknown
22.0,6.0,Legumes and Nitrogen-Fixers
22.0,6.3,Legumes and Nitrogen-Fixers
36.0,8.6,unknown
37.0,8.8,unknown
37.0,6.2,unknown
37.0,7.7,unknown
40.0,7.4,unknown
22.0,8.1,unknown
22.0,7.5,Warm-Season Fruits and Vegetables
38.0,7.4,unknown
36.0,8.9,unknown
41.0,5.9,unknown
22.0,8.5,unknown
22.0,8.2,unknown
40.0,8.3,unknown
38.0,5.3,unknown
43.0,7.3,unknown
50.0,8.1,unknown
35.0,7.7,Drought-Resistant Plants
50.0,4.6,unknown
22.0,5.1,unknown
22.0,4.6,unknown
43.0,5.5,unknown
42.0,7.7,unknown
48.0,8.5,unknown
22.0,8.7,unknown
22.0,8.9,unknown
22.0,5.9,Medicinal Plants
22.0,6.4,Legumes and Nitrogen-Fixers
38.0,8.4,unknown
34.0,7.3,unknown
35.0,8.4,Drought-Resistant Plants
36.0,8.4,unknown
35.0,8.3,Drought-Resistant Plants
38.0,6.9,unknown
32.0,8.6,Drought-Resistant Plants
33.0,5.6,unknown
33.0,4.7,unknown
32.0,5.8,unknown
40.0,5.7,unknown
36.0,5.4,unknown
17.0,5.1,unknown
38.0,6.4,unknown
37.0,4.6,unknown
40.0,7.7,unknown
17.6,7.8,unknown
22.0,7.7,Herbs and Aromatic Plants
22.0,5.6,Medicinal Plants
32.0,8.6,Drought-Resistant Plants
35.0,7.0,unknown
