soil_temp,soil_phs,Plant_Type
34.0,8.5,Drought-Resistant Plants
29.0,7.1,Herbs and Aromatic Plants
29.0,6.3,Tropical and Wetland Plants
29.0,7.0,Herbs and Aromatic Plants
33.0,7.9,Drought-Resistant Plants
28.0,7.3,Herbs and Aromatic Plants
28.0,6.7,Tropical and Wetland Plants
28.0,5.7,Medicinal Plants
29.0,8.0,Herbs and Aromatic Plants
29.0,6.6,Tropical and Wetland Plants
28.0,7.5,Herbs and Aromatic Plants
32.0,8.4,Drought-Resistant Plants
29.0,6.4,Tropical and Wetland Plants
32.0,9.0,Drought-Resistant Plants
30.0,6.1,Tropical and Wetland Plants
32.0,8.1,Drought-Resistant Plants
29.0,8.3,Drought-Resistant Plants
29.0,7.6,Herbs and Aromatic Plants
29.0,7.7,Herbs and Aromatic Plants
30.0,6.5,Tropical and Wetland Plants
31.0,8.7,Drought-Resistant Plants
30.0,6.7,Tropical and Wetland Plants
30.0,7.6,Herbs and Aromatic Plants
32.0,8.0,Drought-Resistant Plants
30.0,7.7,Herbs and Aromatic Plants
32.0,7.6,Drought-Resistant Plants
31.0,8.4,Drought-Resistant Plants
30.0,6.6,Tropical and Wetland Plants
32.0,8.9,Drought-Resistant Plants
30.0,6.6,Tropical and Wetland Plants
30.0,6.4,Tropical and Wetland Plants
32.0,7.9,Drought-Resistant Plants
32.0,7.5,Drought-Resistant Plants
30.0,8.0,Herbs and Aromatic Plants
31.0,8.1,Drought-Resistant Plants
33.0,7.7,Drought-Resistant Plants
31.0,8.6,Drought-Resistant Plants
33.0,7.5,Drought-Resistant Plants
33.0,7.8,Drought-Resistant Plants
30.0,7.3,Herbs and Aromatic Plants
32.0,8.0,Drought-Resistant Plants
31.0,8.9,Drought-Resistant Plants
31.0,8.1,Drought-Resistant Plants
31.0,8.3,Drought-Resistant Plants
33.0,9.0,Drought-Resistant Plants
33.0,8.5,Drought-Resistant Plants
31.0,8.0,Drought-Resistant Plants
33.0,8.2,Drought-Resistant Plants
32.0,7.5,Drought-Resistant Plants
32.0,8.2,Drought-Resistant Plants
33.0,8.9,Drought-Resistant Plants
32.0,8.9,Drought-Resistant Plants
34.0,8.7,Drought-Resistant Plants
35.0,9.0,Drought-Resistant Plants
32.0,8.3,Drought-Resistant Plants
35.0,7.8,Drought-Resistant Plants
33.0,7.9,Drought-Resistant Plants
34.0,8.9,Drought-Resistant Plants
35.0,8.0,Drought-Resistant Plants
33.0,9.0,Drought-Resistant Plants
35.0,8.5,Drought-Resistant Plants
34.0,8.2,Drought-Resistant Plants
32.0,7.9,Drought-Resistant Plants
32.0,7.6,Drought-Resistant Plants
33.0,7.6,Drought-Resistant Plants
31.0,7.6,Drought-Resistant Plants
33.0,8.9,Drought-Resistant Plants
31.0,8.9,Drought-Resistant Plants
31.0,7.9,Drought-Resistant Plants
33.0,8.3,Drought-Resistant Plants
33.0,8.9,Drought-Resistant Plants
31.0,8.2,Drought-Resistant Plants
32.0,7.8,Drought-Resistant Plants
30.0,6.6,Tropical and Wetland Plants
32.0,9.0,Drought-Resistant Plants
30.0,8.3,Drought-Resistant Plants
32.0,8.7,Drought-Resistant Plants
30.0,8.7,Drought-Resistant Plants
30.0,7.7,Herbs and Aromatic Plants
30.0,8.9,Drought-Resistant Plants
29.0,8.1,Drought-Resistant Plants
28.0,8.2,Drought-Resistant Plants
28.0,7.1,Herbs and Aromatic Plants
28.0,8.7,Drought-Resistant Plants
28.0,6.1,Tropical and Wetland Plants
28.0,6.1,Tropical and Wetland Plants
31.0,7.8,Drought-Resistant Plants
29.0,6.2,Tropical and Wetland Plants
31.0,8.7,Drought-Resistant Plants
28.0,7.9,Herbs and Aromatic Plants
28.0,7.5,Herbs and Aromatic Plants
32.1,8.2,Drought-Resistant Plants
27.8,8.0,Herbs and Aromatic Plants
25.1,6.7,Tropical and Wetland Plants
26.6,6.7,Tropical and Wetland Plants
26.9,7.4,Herbs and Aromatic Plants
33.6,8.7,Drought-Resistant Plants
35.0,9.0,Drought-Resistant Plants
31.2,8.3,Drought-Resistant Plants
32.1,8.4,Drought-Resistant Plants
34.0,8.4,Drought-Resistant Plants
32.0,7.9,Drought-Resistant Plants
32.6,8.1,Drought-Resistant Plants
33.1,8.4,Drought-Resistant Plants
29.4,8.5,Drought-Resistant Plants
27.2,6.6,Tropical and Wetland Plants
26.0,8.7,Drought-Resistant Plants
28.3,7.6,Herbs and Aromatic Plants
29.1,8.4,Drought-Resistant Plants
31.4,8.7,Drought-Resistant Plants
28.0,7.0,Herbs and Aromatic Plants
28.0,7.8,Herbs and Aromatic Plants
29.4,8.2,Drought-Resistant Plants
27.0,7.2,Herbs and Aromatic Plants
24.0,5.7,Medicinal Plants
22.0,7.8,Herbs and Aromatic Plants
24.0,7.0,Warm-Season Fruits and Vegetables
24.0,6.4,Legumes and Nitrogen-Fixers
25.7,5.7,Medicinal Plants
27.0,6.0,Tropical and Wetland Plants
26.7,8.6,Drought-Resistant Plants
23.0,6.6,Warm-Season Fruits and Vegetables
23.0,7.4,Warm-Season Fruits and Vegetables
25.4,7.3,Herbs and Aromatic Plants
27.0,6.8,Tropical and Wetland Plants
26.0,8.3,Drought-Resistant Plants
35.0,8.2,Drought-Resistant Plants
26.0,8.9,Drought-Resistant Plants
25.0,8.9,Drought-Resistant Plants
25.0,8.8,Drought-Resistant Plants
29.0,7.1,Herbs and Aromatic Plants
24.8,6.2,Legumes and Nitrogen-Fixers
15.0,7.2,Stone Fruits
16.9,5.7,Leafy Greens and Root Vegetables
19.0,5.6,Leafy Greens and Root Vegetables
20.1,6.3,Legumes and Nitrogen-Fixers
13.0,6.4,Leafy Greens and Root Vegetables
18.8,6.5,Leafy Greens and Root Vegetables
19.1,6.6,Warm-Season Fruits and Vegetables
17.0,7.5,Stone Fruits
20.1,7.8,Herbs and Aromatic Plants
19.8,6.3,Leafy Greens and Root Vegetables
19.0,6.6,Warm-Season Fruits and Vegetables
18.0,5.9,Leafy Greens and Root Vegetables
21.0,6.9,Warm-Season Fruits and Vegetables
22.4,6.5,Warm-Season Fruits and Vegetables
20.0,7.4,Warm-Season Fruits and Vegetables
23.2,7.1,Warm-Season Fruits and Vegetables
22.5,6.4,Legumes and Nitrogen-Fixers
18.0,6.0,Leafy Greens and Root Vegetables
19.6,6.7,Warm-Season Fruits and Vegetables
20.1,7.7,Herbs and Aromatic Plants
23.0,7.7,Herbs and Aromatic Plants
26.3,6.4,Tropical and Wetland Plants
27.0,7.7,Herbs and Aromatic Plants
28.2,7.7,Herbs and Aromatic Plants
22.2,6.1,Legumes and Nitrogen-Fixers
20.6,6.6,Warm-Season Fruits and Vegetables
26.1,7.8,Herbs and Aromatic Plants
25.1,5.8,Medicinal Plants
25.0,7.5,Warm-Season Fruits and Vegetables
28.0,5.5,Medicinal Plants
20.8,7.2,Warm-Season Fruits and Vegetables
17.9,5.7,Leafy Greens and Root Vegetables
19.9,6.8,Warm-Season Fruits and Vegetables
22.0,6.8,Warm-Season Fruits and Vegetables
25.0,8.5,Drought-Resistant Plants
31.3,7.8,Drought-Resistant Plants
30.0,8.0,Herbs and Aromatic Plants
29.5,8.7,Drought-Resistant Plants
29.9,8.5,Drought-Resistant Plants
30.0,8.5,Drought-Resistant Plants
28.2,7.2,Herbs and Aromatic Plants
29.7,7.6,Herbs and Aromatic Plants
30.0,6.6,Tropical and Wetland Plants
27.2,9.0,Drought-Resistant Plants
28.0,7.8,Herbs and Aromatic Plants
28.0,7.6,Herbs and Aromatic Plants
27.5,8.4,Drought-Resistant Plants
33.0,7.6,Drought-Resistant Plants
32.2,8.8,Drought-Resistant Plants
28.6,6.2,Tropical and Wetland Plants
28.3,7.8,Herbs and Aromatic Plants
35.0,8.0,Drought-Resistant Plants
32.2,8.6,Drought-Resistant Plants
34.9,8.7,Drought-Resistant Plants
33.8,8.2,Drought-Resistant Plants
26.0,7.2,Herbs and Aromatic Plants
28.4,8.0,Herbs and Aromatic Plants
26.8,6.8,Tropical and Wetland Plants
29.0,6.7,Tropical and Wetland Plants
22.9,7.0,Warm-Season Fruits and Vegetables
25.0,7.2,Warm-Season Fruits and Vegetables
27.0,6.8,Tropical and Wetland Plants
31.0,7.8,Drought-Resistant Plants
29.0,8.1,Drought-Resistant Plants
30.0,8.0,Herbs and Aromatic Plants
30.0,6.8,Tropical and Wetland Plants
20.8,6.5,Warm-Season Fruits and Vegetables
18.4,6.7,Warm-Season Fruits and Vegetables
23.2,6.0,Legumes and Nitrogen-Fixers
13.4,5.5,Berries and Evergreens
16.2,6.5,Leafy Greens and Root Vegetables
27.2,8.0,Herbs and Aromatic Plants
23.0,6.4,Legumes and Nitrogen-Fixers
15.0,7.2,Stone Fruits
17.0,7.2,Stone Fruits
16.0,6.3,Leafy Greens and Root Vegetables
15.3,5.6,Leafy Greens and Root Vegetables
8.0,6.4,Cool-Season Grains
25.8,7.7,Herbs and Aromatic Plants
25.8,8.0,Herbs and Aromatic Plants
8.0,6.5,Cool-Season Grains
26.5,6.4,Tropical and Wetland Plants
27.0,8.7,Drought-Resistant Plants
29.5,7.7,Herbs and Aromatic Plants
26.3,7.1,Herbs and Aromatic Plants
26.3,5.5,Medicinal Plants
29.7,6.2,Tropical and Wetland Plants
27.0,8.1,Drought-Resistant Plants
28.7,7.3,Herbs and Aromatic Plants
27.0,6.6,Tropical and Wetland Plants
28.3,8.5,Drought-Resistant Plants
27.0,6.2,Tropical and Wetland Plants
27.0,5.6,Medicinal Plants
29.0,6.7,Tropical and Wetland Plants
24.7,7.0,Warm-Season Fruits and Vegetables
24.3,7.2,Warm-Season Fruits and Vegetables
26.7,7.8,Herbs and Aromatic Plants
27.0,7.8,Herbs and Aromatic Plants
25.7,7.9,Herbs and Aromatic Plants
25.3,6.7,Tropical and Wetland Plants
30.0,7.0,Herbs and Aromatic Plants
29.0,7.2,Herbs and Aromatic Plants
28.0,8.9,Drought-Resistant Plants
31.3,8.4,Drought-Resistant Plants
12.2,6.7,Cool-Season Grains
11.5,5.3,Berries and Evergreens
12.4,6.6,Cool-Season Grains
14.4,5.1,Berries and Evergreens
13.3,6.0,Leafy Greens and Root Vegetables
13.6,7.0,Cool-Season Grains
12.3,5.6,Leafy Greens and Root Vegetables
18.7,7.5,Warm-Season Fruits and Vegetables
28.7,8.7,Drought-Resistant Plants
29.7,8.3,Drought-Resistant Plants
21.8,6.3,Legumes and Nitrogen-Fixers
28.3,6.8,Tropical and Wetland Plants
27.0,8.3,Drought-Resistant Plants
28.3,6.2,Tropical and Wetland Plants
32.7,8.9,Drought-Resistant Plants
24.0,7.0,Warm-Season Fruits and Vegetables
31.0,8.5,Drought-Resistant Plants
31.7,8.4,Drought-Resistant Plants
31.7,8.3,Drought-Resistant Plants
31.7,8.5,Drought-Resistant Plants
30.7,8.9,Drought-Resistant Plants
31.0,8.3,Drought-Resistant Plants
33.7,8.6,Drought-Resistant Plants
26.7,8.3,Drought-Resistant Plants
25.8,7.1,Herbs and Aromatic Plants
22.0,6.5,Warm-Season Fruits and Vegetables
16.5,7.1,Stone Fruits
28.9,7.1,Herbs and Aromatic Plants
27.4,8.8,Drought-Resistant Plants
27.1,7.1,Herbs and Aromatic Plants
25.4,7.0,Herbs and Aromatic Plants
31.0,8.3,Drought-Resistant Plants
34.0,9.0,Drought-Resistant Plants
32.0,7.7,Drought-Resistant Plants
32.0,7.9,Drought-Resistant Plants
30.0,9.0,Drought-Resistant Plants
29.0,7.9,Herbs and Aromatic Plants
30.0,7.2,Herbs and Aromatic Plants
29.0,7.7,Herbs and Aromatic Plants
30.0,7.5,Herbs and Aromatic Plants
29.0,8.1,Drought-Resistant Plants
29.0,8.6,Drought-Resistant Plants
30.0,7.0,Herbs and Aromatic Plants
30.0,8.7,Drought-Resistant Plants
29.0,8.0,Herbs and Aromatic Plants
30.0,6.8,Tropical and Wetland Plants
29.0,7.4,Herbs and Aromatic Plants
30.0,7.2,Herbs and Aromatic Plants
29.0,8.8,Drought-Resistant Plants
29.0,7.1,Herbs and Aromatic Plants
30.0,7.2,Herbs and Aromatic Plants
29.0,8.6,Drought-Resistant Plants
30.0,8.4,Drought-Resistant Plants
29.0,6.4,Tropical and Wetland Plants
29.0,7.0,Herbs and Aromatic Plants
29.0,7.8,Herbs and Aromatic Plants
30.0,8.0,Herbs and Aromatic Plants
29.0,8.0,Herbs and Aromatic Plants
30.0,6.4,Tropical and Wetland Plants
17.8,6.8,Legumes and Nitrogen-Fixers
22.2,6.6,Warm-Season Fruits and Vegetables
16.3,5.6,Leafy Greens and Root Vegetables
11.0,6.0,Leafy Greens and Root Vegetables
28.7,8.6,Drought-Resistant Plants
16.0,6.8,Legumes and Nitrogen-Fixers
28.0,7.6,Herbs and Aromatic Plants
29.4,8.4,Drought-Resistant Plants
8.6,6.0,Cool-Season Grains
11.3,5.8,Leafy Greens and Root Vegetables
8.8,6.4,Cool-Season Grains
10.1,4.8,Berries and Evergreens
9.6,6.5,Cool-Season Grains
11.2,4.8,Berries and Evergreens
10.8,7.0,Cool-Season Grains
10.2,5.1,Berries and Evergreens
11.0,6.6,Cool-Season Grains
11.8,4.6,Berries and Evergreens
16.0,6.6,Legumes and Nitrogen-Fixers
18.0,6.1,Leafy Greens and Root Vegetables
17.8,6.9,Legumes and Nitrogen-Fixers
21.0,5.6,Medicinal Plants
22.7,8.0,Herbs and Aromatic Plants
22.6,6.9,Warm-Season Fruits and Vegetables
24.0,5.8,Medicinal Plants
23.5,5.7,Medicinal Plants
21.2,6.3,Legumes and Nitrogen-Fixers
24.8,6.5,Warm-Season Fruits and Vegetables
25.2,8.5,Drought-Resistant Plants
26.0,8.7,Drought-Resistant Plants
24.0,6.8,Warm-Season Fruits and Vegetables
26.2,7.8,Herbs and Aromatic Plants
25.8,6.8,Tropical and Wetland Plants
25.3,6.5,Tropical and Wetland Plants
25.6,6.7,Tropical and Wetland Plants
19.6,7.0,Warm-Season Fruits and Vegetables
18.4,7.0,Warm-Season Fruits and Vegetables
16.6,6.7,Legumes and Nitrogen-Fixers
16.8,5.9,Leafy Greens and Root Vegetables
15.2,7.1,Stone Fruits
15.0,6.0,Leafy Greens and Root Vegetables
14.3,5.4,Berries and Evergreens
13.7,5.2,Berries and Evergreens
14.3,6.2,Leafy Greens and Root Vegetables
14.2,5.0,Berries and Evergreens
13.7,4.6,Berries and Evergreens
14.0,6.7,Cool-Season Grains
11.2,6.3,Leafy Greens and Root Vegetables
10.2,4.7,Berries and Evergreens
11.0,6.4,Leafy Greens and Root Vegetables
11.0,5.6,Leafy Greens and Root Vegetables
10.9,4.6,Berries and Evergreens
14.7,5.4,Berries and Evergreens
14.0,4.8,Berries and Evergreens
14.6,6.6,Cool-Season Grains
12.8,6.5,Leafy Greens and Root Vegetables
15.8,6.2,Leafy Greens and Root Vegetables
20.2,6.4,Legumes and Nitrogen-Fixers
19.6,6.2,Leafy Greens and Root Vegetables
26.2,6.5,Tropical and Wetland Plants
23.8,7.7,Herbs and Aromatic Plants
25.1,7.2,Herbs and Aromatic Plants
21.4,6.3,Legumes and Nitrogen-Fixers
27.8,6.5,Tropical and Wetland Plants
26.9,6.7,Tropical and Wetland Plants
23.8,5.9,Medicinal Plants
25.8,6.0,Tropical and Wetland Plants
23.6,5.8,Medicinal Plants
28.4,7.3,Herbs and Aromatic Plants
27.2,9.0,Drought-Resistant Plants
23.8,6.1,Legumes and Nitrogen-Fixers
28.6,8.9,Drought-Resistant Plants
27.1,8.0,Herbs and Aromatic Plants
23.0,7.9,Herbs and Aromatic Plants
22.9,7.8,Herbs and Aromatic Plants
19.2,6.5,Leafy Greens and Root Vegetables
22.0,7.5,Warm-Season Fruits and Vegetables
21.3,7.7,Herbs and Aromatic Plants
17.9,5.6,Leafy Greens and Root Vegetables
17.6,5.9,Leafy Greens and Root Vegetables
15.2,5.5,Leafy Greens and Root Vegetables
14.2,5.4,Berries and Evergreens
12.8,7.0,Cool-Season Grains
11.0,6.1,Leafy Greens and Root Vegetables
10.4,4.8,Berries and Evergreens
9.2,6.3,Cool-Season Grains
9.0,6.9,Cool-Season Grains
8.3,6.3,Cool-Season Grains
10.2,6.1,Leafy Greens and Root Vegetables
8.7,6.2,Cool-Season Grains
10.1,4.7,Berries and Evergreens
11.9,7.0,Cool-Season Grains
10.5,6.6,Cool-Season Grains
11.9,5.6,Leafy Greens and Root Vegetables
10.2,6.6,Cool-Season Grains
20.0,7.9,Herbs and Aromatic Plants
18.8,6.2,Leafy Greens and Root Vegetables
29.8,7.9,Herbs and Aromatic Plants
22.6,6.7,Warm-Season Fruits and Vegetables
11.1,5.1,Berries and Evergreens
18.7,7.0,Warm-Season Fruits and Vegetables
9.4,6.9,Cool-Season Grains
18.2,6.8,Warm-Season Fruits and Vegetables
19.3,6.4,Leafy Greens and Root Vegetables
13.6,6.5,Leafy Greens and Root Vegetables
23.8,5.7,Medicinal Plants
20.7,6.2,Legumes and Nitrogen-Fixers
17.8,7.4,Stone Fruits
13.5,6.5,Leafy Greens and Root Vegetables
18.0,6.2,Leafy Greens and Root Vegetables
26.1,7.5,Herbs and Aromatic Plants
10.1,5.5,Berries and Evergreens
15.6,6.3,Leafy Greens and Root Vegetables
27.4,8.0,Herbs and Aromatic Plants
15.2,5.9,Leafy Greens and Root Vegetables
10.0,5.1,Berries and Evergreens
16.5,5.6,Leafy Greens and Root Vegetables
29.3,7.9,Herbs and Aromatic Plants
18.4,7.2,Warm-Season Fruits and Vegetables
12.4,4.5,Berries and Evergreens
11.7,6.1,Leafy Greens and Root Vegetables
12.6,6.1,Leafy Greens and Root Vegetables
29.7,8.9,Drought-Resistant Plants
13.2,6.3,Leafy Greens and Root Vegetables
10.5,6.4,Leafy Greens and Root Vegetables
26.8,7.9,Herbs and Aromatic Plants
19.2,7.0,Warm-Season Fruits and Vegetables
20.0,5.8,Leafy Greens and Root Vegetables
19.9,7.2,Warm-Season Fruits and Vegetables
24.2,8.0,Herbs and Aromatic Plants
22.0,7.7,Herbs and Aromatic Plants
23.2,6.8,Warm-Season Fruits and Vegetables
27.3,8.4,Drought-Resistant Plants
13.2,5.1,Berries and Evergreens
14.5,6.0,Leafy Greens and Root Vegetables
15.0,7.3,Stone Fruits
17.2,5.7,Leafy Greens and Root Vegetables
14.1,5.1,Berries and Evergreens
27.3,7.4,Herbs and Aromatic Plants
10.5,5.0,Berries and Evergreens
19.3,5.8,Leafy Greens and Root Vegetables
11.0,6.4,Leafy Greens and Root Vegetables
11.2,6.8,Cool-Season Grains
10.0,5.4,Berries and Evergreens
22.8,6.7,Warm-Season Fruits and Vegetables
12.0,6.1,Leafy Greens and Root Vegetables
18.4,7.2,Warm-Season Fruits and Vegetables
29.7,8.1,Drought-Resistant Plants
21.8,5.7,Medicinal Plants
17.9,6.5,Leafy Greens and Root Vegetables
13.0,5.9,Leafy Greens and Root Vegetables
14.0,6.5,Leafy Greens and Root Vegetables
15.0,5.8,Leafy Greens and Root Vegetables
14.0,4.8,Berries and Evergreens
14.0,7.0,Cool-Season Grains
13.0,6.3,Leafy Greens and Root Vegetables
12.0,5.9,Leafy Greens and Root Vegetables
13.5,4.6,Berries and Evergreens
14.0,5.0,Berries and Evergreens
13.0,4.9,Berries and Evergreens
13.5,5.0,Berries and Evergreens
13.6,5.3,Berries and Evergreens
13.9,6.8,Cool-Season Grains
15.0,6.4,Leafy Greens and Root Vegetables
14.9,5.8,Leafy Greens and Root Vegetables
15.9,7.3,Stone Fruits
15.8,5.5,Leafy Greens and Root Vegetables
15.9,6.1,Leafy Greens and Root Vegetables
15.8,6.9,Legumes and Nitrogen-Fixers
23.0,6.7,Warm-Season Fruits and Vegetables
22.8,6.4,Legumes and Nitrogen-Fixers
23.0,5.6,Medicinal Plants
26.8,6.8,Tropical and Wetland Plants
25.9,7.1,Herbs and Aromatic Plants
25.5,7.5,Herbs and Aromatic Plants
26.4,5.8,Medicinal Plants
26.3,8.9,Drought-Resistant Plants
33.1,7.8,Drought-Resistant Plants
33.0,8.1,Drought-Resistant Plants
33.0,8.4,Drought-Resistant Plants
33.0,8.4,Drought-Resistant Plants
34.0,8.6,Drought-Resistant Plants
34.5,8.3,Drought-Resistant Plants
34.0,7.9,Drought-Resistant Plants
34.0,8.0,Drought-Resistant Plants
33.0,7.8,Drought-Resistant Plants
22.0,7.6,Herbs and Aromatic Plants
27.0,8.0,Herbs and Aromatic Plants
26.0,5.7,Medicinal Plants
29.0,6.3,Tropical and Wetland Plants
26.0,6.7,Tropical and Wetland Plants
29.0,7.0,Herbs and Aromatic Plants
26.0,7.1,Herbs and Aromatic Plants
30.0,7.3,Herbs and Aromatic Plants
31.0,7.8,Drought-Resistant Plants
30.0,8.9,Drought-Resistant Plants
29.0,6.4,Tropical and Wetland Plants
30.0,8.0,Herbs and Aromatic Plants
30.0,8.0,Herbs and Aromatic Plants
29.0,6.1,Tropical and Wetland Plants
35.0,8.6,Drought-Resistant Plants
34.0,8.5,Drought-Resistant Plants
34.0,8.9,Drought-Resistant Plants
34.0,8.4,Drought-Resistant Plants
33.0,8.6,Drought-Resistant Plants
31.0,7.8,Drought-Resistant Plants
33.0,8.9,Drought-Resistant Plants
33.0,9.0,Drought-Resistant Plants
33.0,8.2,Drought-Resistant Plants
33.0,8.7,Drought-Resistant Plants
33.0,7.6,Drought-Resistant Plants
33.0,8.5,Drought-Resistant Plants
34.0,7.5,Drought-Resistant Plants
34.0,8.7,Drought-Resistant Plants
34.0,8.8,Drought-Resistant Plants
35.0,7.6,Drought-Resistant Plants
35.0,8.3,Drought-Resistant Plants
33.0,8.7,Drought-Resistant Plants
33.4,7.9,Drought-Resistant Plants
33.0,8.2,Drought-Resistant Plants
32.7,8.6,Drought-Resistant Plants
32.8,7.8,Drought-Resistant Plants
24.7,7.5,Warm-Season Fruits and Vegetables
26.5,5.8,Medicinal Plants
26.0,8.9,Drought-Resistant Plants
26.5,7.0,Herbs and Aromatic Plants
26.5,6.5,Tropical and Wetland Plants
25.2,8.5,Drought-Resistant Plants
25.3,6.9,Tropical and Wetland Plants
25.3,7.3,Herbs and Aromatic Plants
25.7,7.3,Herbs and Aromatic Plants
15.0,6.3,Leafy Greens and Root Vegetables
15.7,5.8,Leafy Greens and Root Vegetables
15.0,7.5,Stone Fruits
15.3,7.0,Legumes and Nitrogen-Fixers
15.5,7.3,Stone Fruits
15.0,6.1,Leafy Greens and Root Vegetables
15.5,6.5,Leafy Greens and Root Vegetables
14.9,5.8,Leafy Greens and Root Vegetables
13.0,4.7,Berries and Evergreens
13.9,4.9,Berries and Evergreens
13.4,6.4,Leafy Greens and Root Vegetables
13.8,6.4,Leafy Greens and Root Vegetables
10.0,6.1,Leafy Greens and Root Vegetables
10.0,4.9,Berries and Evergreens
13.0,6.3,Leafy Greens and Root Vegetables
13.5,6.1,Leafy Greens and Root Vegetables
13.0,5.2,Berries and Evergreens
13.5,5.8,Leafy Greens and Root Vegetables
12.5,6.8,Cool-Season Grains
13.0,5.8,Leafy Greens and Root Vegetables
15.5,7.2,Stone Fruits
16.0,5.8,Leafy Greens and Root Vegetables
15.0,4.8,Berries and Evergreens
15.0,5.7,Leafy Greens and Root Vegetables
15.5,6.8,Legumes and Nitrogen-Fixers
14.0,6.9,Cool-Season Grains
14.5,6.3,Leafy Greens and Root Vegetables
15.0,5.9,Leafy Greens and Root Vegetables
15.5,5.8,Leafy Greens and Root Vegetables
15.0,4.7,Berries and Evergreens
15.5,7.0,Legumes and Nitrogen-Fixers
15.5,7.2,Stone Fruits
15.0,5.8,Leafy Greens and Root Vegetables
20.6,7.3,Warm-Season Fruits and Vegetables
19.6,5.5,Leafy Greens and Root Vegetables
19.5,6.5,Leafy Greens and Root Vegetables
22.7,7.3,Warm-Season Fruits and Vegetables
22.1,6.7,Warm-Season Fruits and Vegetables
22.0,7.7,Herbs and Aromatic Plants
25.5,8.2,Drought-Resistant Plants
25.0,6.0,Tropical and Wetland Plants
25.0,7.9,Herbs and Aromatic Plants
30.0,7.6,Herbs and Aromatic Plants
29.5,8.4,Drought-Resistant Plants
30.0,6.3,Tropical and Wetland Plants
30.0,6.6,Tropical and Wetland Plants
30.0,6.4,Tropical and Wetland Plants
28.0,5.6,Medicinal Plants
28.0,6.4,Tropical and Wetland Plants
29.5,8.2,Drought-Resistant Plants
31.0,8.7,Drought-Resistant Plants
30.0,7.2,Herbs and Aromatic Plants
30.0,8.6,Drought-Resistant Plants
29.0,6.9,Tropical and Wetland Plants
31.0,8.5,Drought-Resistant Plants
31.0,8.3,Drought-Resistant Plants
33.0,8.7,Drought-Resistant Plants
35.0,8.8,Drought-Resistant Plants
33.0,8.9,Drought-Resistant Plants
35.0,7.9,Drought-Resistant Plants
30.0,8.6,Drought-Resistant Plants
29.0,6.9,Tropical and Wetland Plants
32.0,8.2,Drought-Resistant Plants
30.0,6.5,Tropical and Wetland Plants
33.0,7.6,Drought-Resistant Plants
29.9,8.2,Drought-Resistant Plants
31.0,8.4,Drought-Resistant Plants
27.8,7.3,Herbs and Aromatic Plants
30.0,8.7,Drought-Resistant Plants
30.0,6.5,Tropical and Wetland Plants
29.0,8.7,Drought-Resistant Plants
28.0,6.3,Tropical and Wetland Plants
27.5,8.8,Drought-Resistant Plants
33.0,7.8,Drought-Resistant Plants
33.0,7.9,Drought-Resistant Plants
32.8,8.3,Drought-Resistant Plants
33.0,7.7,Drought-Resistant Plants
32.0,8.8,Drought-Resistant Plants
30.0,7.5,Herbs and Aromatic Plants
29.0,8.9,Drought-Resistant Plants
30.0,6.0,Tropical and Wetland Plants
29.0,8.7,Drought-Resistant Plants
30.0,8.2,Drought-Resistant Plants
29.0,6.3,Tropical and Wetland Plants
27.0,7.2,Herbs and Aromatic Plants
27.5,7.5,Herbs and Aromatic Plants
27.0,8.2,Drought-Resistant Plants
27.0,7.1,Herbs and Aromatic Plants
27.0,6.7,Tropical and Wetland Plants
27.0,7.5,Herbs and Aromatic Plants
25.0,8.9,Drought-Resistant Plants
25.0,7.5,Warm-Season Fruits and Vegetables
26.0,8.5,Drought-Resistant Plants
26.0,6.0,Tropical and Wetland Plants
25.0,7.5,Warm-Season Fruits and Vegetables
25.0,7.5,Warm-Season Fruits and Vegetables
25.0,5.5,Medicinal Plants
26.0,8.8,Drought-Resistant Plants
25.0,6.6,Warm-Season Fruits and Vegetables
17.0,6.4,Leafy Greens and Root Vegetables
18.0,5.8,Leafy Greens and Root Vegetables
18.0,5.5,Leafy Greens and Root Vegetables
10.0,5.5,Berries and Evergreens
11.0,6.1,Leafy Greens and Root Vegetables
11.0,6.3,Leafy Greens and Root Vegetables
12.0,4.7,Berries and Evergreens
15.4,6.5,Leafy Greens and Root Vegetables
12.2,5.0,Berries and Evergreens
13.0,4.6,Berries and Evergreens
15.0,6.6,Cool-Season Grains
14.8,6.6,Cool-Season Grains
15.0,4.6,Berries and Evergreens
12.2,6.5,Leafy Greens and Root Vegetables
12.0,4.6,Berries and Evergreens
13.2,6.8,Cool-Season Grains
9.0,6.4,Cool-Season Grains
11.0,5.0,Berries and Evergreens
10.7,5.7,Leafy Greens and Root Vegetables
10.7,6.5,Leafy Greens and Root Vegetables
23.0,7.4,Warm-Season Fruits and Vegetables
23.0,5.5,Medicinal Plants
12.0,5.7,Leafy Greens and Root Vegetables
12.0,4.6,Berries and Evergreens
18.0,7.1,Warm-Season Fruits and Vegetables
17.3,6.2,Leafy Greens and Root Vegetables
13.0,6.4,Leafy Greens and Root Vegetables
13.0,5.0,Berries and Evergreens
10.0,5.1,Berries and Evergreens
12.3,5.7,Leafy Greens and Root Vegetables
12.0,5.6,Leafy Greens and Root Vegetables
8.0,6.8,Cool-Season Grains
10.7,7.0,Cool-Season Grains
10.0,4.8,Berries and Evergreens
11.0,4.6,Berries and Evergreens
8.0,7.0,Cool-Season Grains
